,date,Longitude,Latitude,State,tweet_clean,sentiment,sentiment_category,y_predict
19,2022-11-10,-112.1246765,33.5528625,AZ,time admit scotu fuck wade woke thi countri onli reason didn obliter elect came down abort without that galvan issu were dead water say that messag good tell ourselv,-0.6249,negative,negative
20,2022-11-10,-122.4359785,37.7706565,CA,republican underestim woman right abort,0.0,neutral,neutral
21,2022-11-10,-112.021045,46.597517,MT,when peopl often ask want live montana there mani reason beauti outdoor peopl cultur famili also becaus here mean everyon make differ,0.0772,positive,positive
22,2022-11-10,-85.996819,39.8703975,IN,provid state transport everi woman need abort,0.0,neutral,neutral
23,2022-11-10,-96.7617535,32.8198585,TX,inde more pain miseri texa governor abbott elect know texan real zombi zombi gun their hip have clue what these peopl thi state care about whatsoev except gun abort border,-0.6361,negative,negative
24,2022-11-10,-87.732013,41.8335845,IL,read about dem do well state where abort democraci ballot explain result where dem captur everi statewid offic senat increas their major,0.2732,positive,positive
25,2022-11-10,-85.498108,40.884839,IN,turn exit poll show abort their number issu though need exit poll know that consid they act after overturn mention biraci marriag anti contracept nonsens,-0.25,negative,negative
26,2022-11-10,-119.3066075,37.2691755,CA,,0.0,neutral,neutral
27,2022-11-10,-74.4795585,39.3493955,NJ,hast learn drop abort fight they want ever again,-0.5267,negative,negative
28,2022-11-10,-85.498108,40.884839,IN,heard peopl like shapiro that that mani peopl aren get abort that mani peopl care about abort get abort like main issu they denial about fact that abort vote crush republican,0.765,positive,positive
29,2022-11-10,-86.8511765,35.935017,TN,soul never lost result abort soul lost failur believ upon truth even make uncomfort meddl like murder thief evildo must renounc peter obsess with girl uterus idolatri exodu,-0.5229,negative,negative
30,2022-11-10,-106.6504835,35.162871,NM,save date life apologet train discuss hard case saturday novemb from provid presbyterian church encantado albuquerqu what about abort case rape incest what about fetal indic,-0.4404,negative,negative
31,2022-11-10,-71.276501,42.8912355,NH,singl women teacher respons democrat vote when pass abort those singl women forc have babi that public school year there will republican left govern think they thought thi plan through,0.0,neutral,neutral
32,2022-11-10,-71.0914005,42.780778,MA,just thought mayb partli becaus actual be effect republican polici anti abort still aren realli,-0.3182,negative,negative
33,2022-11-10,-71.276501,42.8912355,NH,singl women teacher respons democrat vote when pass abort those singl women forc have babi that public school year there will republican left govern think they thought thi plan through,0.0,neutral,neutral
34,2022-11-10,-119.3066075,37.2691755,CA,tri scare gullibl young women into vote democrat been easi play left decad shame do your person gain power abort civil right issu,-0.128,negative,negative
35,2022-11-10,-85.7682405,37.822244,KY,what surpris about thi women should know what like discrimin against vote hershel walker thi hypocrisi least racist most mayb both abort mayb republican politician their husband tell them vote disgust,0.2071,positive,negative
36,2022-11-10,-118.4119065,34.0207895,CA,crimin trump hadn appoint three abort zeolot suprem court wade would have been overturn,0.0,neutral,neutral
37,2022-11-10,-110.9155735,32.1893905,AZ,jesu give fuck about abort caus none busi what occur until that babi born babi life,-0.5423,negative,negative
38,2022-11-10,-115.038337,36.006256,NV,onli should piss herself have unprotect unless have unprotect care pregnant becaus abort your back plan,0.128,positive,positive
39,2022-11-10,-110.9155735,32.1893905,AZ,becaus liter doesn christian disgust other christian bibl prop against their misogyni like girl bibl noth about abort stop lie,-0.5574,negative,negative
40,2022-11-10,-81.705467,41.4959395,OH,unfair earn progress wrongli think debt cancel popular they defin affirm action mani support basic limitless abort some actual want defund abolish polic thi faction loud face democrat,0.25,positive,positive
41,2022-11-10,-110.9155735,32.1893905,AZ,like okay believ white when they make law against abort right believ white scientist life begin when born,0.5267,positive,positive
42,2022-11-10,-117.1195165,33.501021,CA,they vote abort murderofbabi,0.0,neutral,neutral
43,2022-11-10,-90.247824,38.653771,MO,black follow latina nativ american women have highest mortal rate while pregnant infant mortal mayb that whole point white christian anti abort obsess with knowledg more white women children will surviv than minorti,-0.5106,negative,negative
44,2022-11-10,-92.4001915,31.343874,LA,love realli need reread entir bibl becaus realiz hilari cool with both abort infanticid that also doesn consid anyon that draw breath aliv,0.7579,positive,positive
45,2022-11-10,-75.5317375,40.7565885,PA,agre that line bullshit take abort issu make dem debat wave will appear,-0.5859,negative,negative
46,2022-11-10,-95.4464865,29.838495,TX,there mani option prevent pregnanc abort even remain necessari should remain legal never elect,0.1531,positive,positive
47,2022-11-10,-77.0143985,38.898603,DC,love more than anyth glad never plan believ abort myself here onli been pregnant onc life,0.8158,positive,positive
48,2022-11-10,-89.650094,44.922412,WI,biden young vote abort student loan forgiv that loan forgiv should impeach give someth someth biden snake,0.0,neutral,neutral
49,2022-11-10,-117.104989,32.810012,CA,think that gener true think thi elect more with abort than anyth els,0.4215,positive,positive
50,2022-11-10,-83.804475,27.698682,FL,whichev mitig realiti abort termin human life,0.0,neutral,neutral
51,2022-11-10,-110.9155735,32.1893905,AZ,situat rape abort absolut last refer should go human scienc what matter here,-0.6808,negative,negative
52,2022-11-10,-85.8709395,37.6989725,KY,thi mani reason knew there would wave republican polit messag kill over million american when onli should have die thi abort forget longcovid most them will never work again longcovidkid,-0.8885,negative,negative
53,2022-11-10,-77.349057,38.9558015,VA,thi articl discuss affect ectop pregnanc sever state consid abort usual treatment methotrex allow surgeri delay until true emerg even though there chanc viabl birth,0.34,positive,positive
54,2022-11-10,-82.6694675,40.3651595,OH,rhonda mani women know whose abort guess zero,0.0,neutral,neutral
55,2022-11-10,-85.2269245,42.308297,MI,year majima marri year mirei park end slap piss caus abort without talk just wouldn ruin career career would die horribl onc found korean pure anymor,-0.8689,negative,negative
56,2022-11-10,-110.9155735,32.1893905,AZ,they liter aren legal system diff from scienc there least dozen overlap that found femal reproduct system think teenag girl get arrest buy medic that use abort,-0.2263,negative,negative
57,2022-11-10,0.3142995,42.308346,TRASH,women strikeback exitpol show that supremecourt attack were veri unpopular abort most import issu angri dissatisfi decis overturn codifyroevwad democracywon,-0.4767,negative,negative
58,2022-11-10,-86.6807375,32.576227,AL,thi human fetu week after concept still think abort should legal,0.128,positive,negative
59,2022-11-10,-74.350498,39.605735,NJ,wonder unknowledg about abort,0.0,neutral,neutral
60,2022-11-10,-77.301913,38.8526005,VA,poll show most jewish voter back democrat anim democraci abort concern jewish telegraph agenc,0.0,neutral,neutral
61,2022-11-10,-122.3001295,47.827984,WA,joke what fact onc be parent stop be fear deni cost abort with everyday year grow learn look protect have child profoundli affect wife view women hous most choic,-0.1531,negative,negative
62,2022-11-10,-79.861034,35.1704985,NC,democrat platform abort demand through third trimest that team fact that church accept pastor appal,0.2732,positive,neutral
63,2022-11-10,-85.7682405,37.822244,KY,also even anyth about abort favor that should make happi support,0.6597,positive,positive
64,2022-11-10,-106.662024,35.296183,NM,still abort grab liber would hope would have better standard,0.7003,positive,positive
65,2022-11-10,-97.116784,32.5735485,TX,rule need vote blue protect democraci abort right keep racist pig offic price,-0.34,negative,negative
66,2022-11-10,-110.9155735,32.1893905,AZ,onli when abort done illeg where abort crimin mother,0.0,neutral,neutral
67,2022-11-10,-121.469664,38.561722,CA,twitter suitabl thi discuss didn mention onli abort there plenti other issu with walker includ abject dishonesti meanwhil think issu with economi dem fault there even less reason discuss,-0.4019,negative,negative
68,2022-11-10,-76.620482,39.284713,MD,absolut pleas motiv mani that upset democraci host thing includ abort thi independ votingblu,-0.3818,negative,neutral
69,2022-11-10,-83.1738665,32.6782075,GA,even where that effect even unintend mani have actual die result refus administ treatment follow call fail abort,-0.8126,negative,negative
70,2022-11-10,-118.4119065,34.0207895,CA,trump hand pick elect denier lost throughout nation hand pick judg rule against abort dobb blame trump piti show,0.0516,positive,positive
71,2022-11-10,-84.235517,32.076718,GA,there sever reason dislik enough room write claim cathol believ abort murder doe believ capit punish that backward have listen spit vile from mouth outright mani time,-0.9217,negative,negative
72,2022-11-10,-81.3677725,28.5016785,FL,farrah manipul love abort,0.6369,positive,positive
73,2022-11-10,-120.882482,47.273022,WA,peopl make these type excus that help perpetu problem nutcas minor within major doe anybodi want look vote record hous deni impeach refus protect marriag abort,0.4404,positive,positive
74,2022-11-10,-91.4010085,30.937336,LA,peopl need take some respons their action stead depend abort there other option birth control pill them have pregnant have abort easi,0.0,neutral,neutral
75,2022-11-10,-86.2705395,45.00118,MI,maga republican your idol preach that everywher trump boebert green thi christian nation oppos constitut abort ban base fake religi belief that your parti mayb should research republican come back,-0.7717,negative,negative
76,2022-11-10,-92.430839,35.0731115,AR,henni that said would definit that have moral ethic duti protect life much possibl that includ reason restrict around abort after babi surviv their,0.0,neutral,negative
77,2022-11-10,-81.3677725,28.5016785,FL,farrah there survey that have found that women easi manipul cheat their tell them fear lose them abort becaus night stand there thing their insecur multipl studi,-0.836,negative,negative
78,2022-11-10,-73.9487755,40.655138,NY,doe realiz that abort came with voter exit poll right inflat bare regist ahead economi will improv onc that happen will shellack over abort right,0.0,neutral,neutral
79,2022-11-10,-92.430839,35.0731115,AR,henni essenti where opinion most like lie that while wouldn issu legal prevent elect abort healthi late term babi trade wouldn realli worth effort prevent event that alreadi highli unlik,0.659,positive,positive
80,2022-11-10,-93.3613205,46.4418605,MN,your reverend that think perfectli accept murder innoc babi through abort know what pray pray doesn condon murder,-0.6369,negative,negative
81,2022-11-10,-85.7223455,38.195555,KY,doe abort away black magic involv,0.0,neutral,neutral
82,2022-11-10,-81.765206,30.1446445,FL,abort will never away,0.0,neutral,neutral
83,2022-11-10,-122.4359785,37.7706565,CA,miscarriag equal abort,0.0,neutral,neutral
84,2022-11-10,-77.2899545,38.567849,VA,find written constitut right privaci there your right abort privat matter govern reason involv thi decis,0.0258,positive,positive
85,2022-11-10,-79.833837,40.4772735,PA,abort enuf said fetterman would protect women right reproduct healthcar gisel would never forget,0.505,positive,positive
86,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi there need when third trimest woman third trimest abort zero reason sorri think poorli women,0.0,neutral,neutral
87,2022-11-10,-92.430839,35.0731115,AR,henni problem that healthcar just black white these law make veri difficult treat need treat need treat them pregnant life risk cancer need chemo need have abort abl chemo,-0.5574,negative,negative
88,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi life mother mean will abort perform miss sever medic ill part appar,-0.5267,negative,neutral
89,2022-11-10,-92.430839,35.0731115,AR,henni again that would idea theori histor these law great protect should protect hospit turn away ectop pregnanc speak result current attempt limit abort onli life mother,0.8519,positive,positive
90,2022-11-10,-100.0768885,31.1688935,TX,that birth control should taught start grade should readili avail free everyon need abort clinic except case rape incest christ sake thi,-0.34,negative,negative
91,2022-11-10,-118.325145,34.18216,CA,dacey last note find prospect be abl have abort will terrifi rape incest endanger whatev reason want like becaus readi inconveni have unprotect,-0.1779,negative,negative
92,2022-11-10,-78.8954405,35.9909825,NC,welcom discours late term abort term thing anyon medic say made polit term enrag counteract misinform,0.0,neutral,neutral
93,2022-11-10,-81.4766765,28.1402165,FL,abortionban real mani state pass abort law foxnew post montana life measur that reject poll link,-0.4019,negative,negative
94,2022-11-10,-118.4119065,34.0207895,CA,thi mani peopl have children they afford stigma around ban abort want children have thank never been pregnant glad mistak happen live,-0.5073,negative,negative
95,2022-11-10,-92.430839,35.0731115,AR,henni person think late term abort should protect larg part becaus actual believ could save live week find fetal anomali your ultrasound state that goe viabil have week make choic,0.7003,positive,positive
96,2022-11-10,-111.8583985,33.63934,AZ,unfortun cheaper simpler promot abort,0.0,neutral,neutral
97,2022-11-10,-86.7653215,33.5944885,AL,stink basic democrat trick their support into fight wrong fight when come abort right,-0.8176,negative,negative
98,2022-11-10,-115.135165,36.0609645,NV,polit stanc with here climat chang go chang life dead befor world wither need abort confus about gender more everyday everyth,-0.6486,negative,negative
99,2022-11-10,-86.7653215,33.5944885,AL,stink democrat been honest told their support onli affect abort state level that would have been honest instead they prove they prize polit power over actual protect what they call abort right,0.91,positive,positive
100,2022-11-10,-80.244984,36.0871685,NC,pretend shock thi same phil knight publicli fund endors anti abort republican governor right,-0.6486,negative,negative
101,2022-11-10,-86.7653215,33.5944885,AL,stink congression democrat issu codifi they knew thi imposs would never withstand constitut review dobb they lie becaus they figur averag voter would unawar congress powerless abort,-0.7096,negative,neutral
102,2022-11-10,-119.3195265,36.319486,CA,girl rape forc have their kid old gun good thing amend make thi tweet irrelev midtermelect abort gunright,-0.6369,negative,negative
103,2022-11-10,-92.131274,34.7519365,AR,go folk mobil excit engag polit when potu indic they make polici chang aggress polici protect abort right tran right econom justic marijuana legal student loan cancel need more,-0.0516,negative,positive
104,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi read then learn someth,0.0,neutral,neutral
105,2022-11-10,-112.1246765,33.5528625,AZ,mayb would just easier matern ward right prison healthcar worker will alreadi there from abort prosecut will school middlemen school prison pipelin lean sixsigma,-0.5859,negative,negative
106,2022-11-10,-86.7653215,33.5944885,AL,stink understand skeptic read dobb decis veri clear thorough court complet remov from abort issu onli chang anyth abort anti state level that origin point,-0.5106,negative,negative
107,2022-11-10,-82.6694675,40.3651595,OH,believ choic freedom that appli gun abort,0.4215,positive,positive
108,2022-11-10,-105.5508905,38.997936,CO,doesn expect democrat vote walker becaus paid abort they have perfectli good candid warnock,0.4404,positive,positive
109,2022-11-10,-85.6945125,38.440843,IN,complet agre with what feminist use ralli around women should paid same do exact same yeah they women contract women abort everyth time,0.296,positive,positive
110,2022-11-10,-79.861034,35.1704985,NC,that baptist minist sign platform that want implement nationwid abort demand educ kindergarten grown compet with women contact sport possibl nuclear over ukrain geniu politician want that,0.0258,positive,negative
111,2022-11-10,-118.325145,34.18216,CA,dacey feel woman should have choic have abort whatev reason without question right just alreadi without mumbo jumbo about bodi be terrifi,0.0,neutral,neutral
112,2022-11-10,-80.369153,25.8256435,FL,http,0.0,neutral,neutral
113,2022-11-10,-75.150976,40.0915065,PA,what happen over abort what should happen year stop peopl their state decid vote should eventu there will consensu,-0.296,negative,negative
114,2022-11-10,-92.430839,35.0731115,AR,henni second reason hesit support law govern late term abort becaus histor these law almost alway frankli disast medic speak see effect thi earlier abort ban they aren written expert,-0.2263,negative,negative
115,2022-11-10,-96.053431,41.275721,NE,repub gonna keep push vastli unpopular abort ban plan ban contracept think will issu,-0.802,negative,negative
116,2022-11-10,-118.4119065,34.0207895,CA,punditri that abort didn matter wrong mayb time media polit world recogn that women stupid women goe countri,-0.7506,negative,negative
117,2022-11-10,-115.038337,36.006256,NV,could give shit about that doctor boston gender fetu doesn make person doesn make abort murder,-0.8519,negative,negative
118,2022-11-10,-115.038337,36.006256,NV,call fetu person doesn make abort murder just say,-0.6908,negative,negative
119,2022-11-10,-85.043917,30.442437,FL,after dem parti abort,0.0,neutral,neutral
120,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi here what happen,0.0,neutral,neutral
121,2022-11-10,-81.226576,33.9207505,SC,should enforc like abort that be said other need audit well after they social togeth,0.5574,positive,positive
122,2022-11-10,-117.0226945,38.502147,NV,appear lead moral christian conserv governor will close down legal prostitut counti just make abort illeg that look hypocrit thought,0.128,positive,positive
123,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi,0.0,neutral,neutral
124,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi agre abort should allow,0.2263,positive,positive
125,2022-11-10,-86.2705395,45.00118,MI,corpor dem they noth secur elect stop abort overturn legal weed promis they alway back corpor against american interest honest will lose chang that said crime doesn make anoth,-0.1531,negative,negative
126,2022-11-10,-92.430839,35.0731115,AR,henni mean there ever reason support late term abort women just want babi ask more medic reason might choos want pregnanc with babi that healthi,0.5106,positive,positive
127,2022-11-10,-97.975903,35.522607,OK,oklahoman women should have choos state abort,0.0,neutral,neutral
128,2022-11-10,-105.1281885,39.8202065,CO,love that citizen get decid about abort right rather than nine unelect judg from,0.6369,positive,positive
129,2022-11-10,-74.153947,40.572376,NY,terrenc actual everi singl state that abort ballot measur vote defend reproduct right right woman choos peopl have spoken,0.0,neutral,neutral
130,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi base idea anyth real that happen becaus guess what murder babi against someon kill infant abort murder they arrest,-0.9552,negative,negative
131,2022-11-10,-118.325145,34.18216,CA,dacey focu just that rape incest endanger mother fine address say when woman get pregnant get abort becaus inconveni life right,-0.5994,negative,negative
132,2022-11-10,-75.770041,42.746617,NY,surpris recent colleg use news platform acct misquot gaslight tell have anoth glass wine ask politician campaign awar state level prep child welfar other system post abort ban,-0.5574,negative,negative
133,2022-11-10,-83.260274,42.4798095,MI,tudor dixon wasn even real candid devo abort barbi,0.0,neutral,neutral
134,2022-11-10,-121.9719265,38.362844,CA,that such disgust truth watch babi be born see head crown could mother stop want have abort they legal kill babi father stop that truth death squad support,-0.8689,negative,negative
135,2022-11-10,-118.325145,34.18216,CA,dacey just tell that think have abort conveni disagre that shouldn judg impress fact that your bodi that auto respons that cover everyth address,0.4404,positive,positive
136,2022-11-10,-105.1281885,39.8202065,CO,great see citizen decid abort right instead nine unelect,0.6249,positive,positive
137,2022-11-10,-86.7653215,33.5944885,AL,stink think unresolv court unequivoc dobb decis complet remov abort from feder power period onli becom issu constitut amend know that process goe right,-0.4019,negative,positive
138,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi again medic care must provid viabl fetu that surviv abort attempt montana thi go forc doctor provid medic care viabl fetu were somehow surviv abort griev parent decid handl,0.7506,positive,positive
139,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi there such thing post birth abort,0.0,neutral,neutral
140,2022-11-10,-74.0559985,41.1897455,NY,kentucki vote abort right rand paul,0.0,neutral,neutral
141,2022-11-10,-86.7653215,33.5944885,AL,stink state alreadi take action some state have tighten abort law while other have loosen abort restrict even moment birth tri pass alter what state do will struck down dobb,-0.743,negative,negative
142,2022-11-10,-119.3066075,37.2691755,CA,wonder mani these women vote abort would actual sacrific their children that that would someth could never,0.0,neutral,neutral
143,2022-11-10,-86.7653215,33.5944885,AL,stink constitut concern abort constitut neither allow ban protect abort thu abort fall state amend each state free make their abort law they powerless dictat thi matter,-0.3455,negative,negative
144,2022-11-10,-88.3305735,41.8804635,IL,wrong abort issu kill most republican campaign,-0.8316,negative,negative
145,2022-11-10,-86.7653215,33.5944885,AL,stink onli partial correct appar your basisvorlesung your opinion media report risk scotu rule dobb found there constitut right abort determin thi becaus there noth either,-0.5859,negative,neutral
146,2022-11-10,-80.651818,27.986947,FL,choic clear warnock want kill babi will walker want save babi live sure walker paid abort commit other sin well repent sin believ abort murder warnock still believ abort healthcar,-0.765,negative,negative
147,2022-11-10,-80.651818,27.986947,FL,choic clear warnock want kill babi will walker want save babi live sure walker paid abort commit other sin well repent sin believ abort murder warnock still believ abort healthcar,-0.765,negative,negative
148,2022-11-10,-119.3066075,37.2691755,CA,,0.0,neutral,neutral
149,2022-11-10,-115.038337,36.006256,NV,ero hypocrisi your whole reason enter thi convers derid have opinion about abort becaus shouldn have opinion about what women should with their vagina then explain what think women should with their vagina,0.0,neutral,neutral
150,2022-11-10,-81.5204785,41.58846,OH,have john fetterman say doe support restrict abort have democrat member support defund polic berni sander support end privat insur there kid get chang oper,0.6705,positive,positive
151,2022-11-10,-104.789327,38.8885185,CO,wait hardest part what learn from thi elect biden think chang anyth more peasant fuck with biden abort more import than safeti singl women,-0.5829,negative,negative
152,2022-11-10,-86.7653215,33.5944885,AL,stink that chang with dobb decis read understand dobb found there constitut basi regul state what they must concern abort simpli dobb remov from pictur state issu period,-0.4019,negative,negative
153,2022-11-10,-120.5834015,44.1454365,OR,dude mention say right abort wasn import issu yeah import issu prochoic,0.296,positive,positive
154,2022-11-10,-80.926628,33.6311395,SC,get danc parad continu abort freedom wrong becaus senat republican pass life bill hand them that said would sign pass,0.6486,positive,positive
155,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi bash skull third trimest abort involv stop heart with inject induc labor do section woman go thru that just becaus either medic reason,-0.296,negative,negative
156,2022-11-10,-121.3007305,38.7631605,CA,rememb call fals claim prop late term abort will have recheck your statement tell your audienc true about statement were wrong,-0.0772,negative,negative
157,2022-11-10,-75.1270275,40.312803,PA,young voter absolut vote abort when go ban restrict their state especi women young must know anyon under,-0.7351,negative,negative
158,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi most doctor women girl good peopl punish them becaus think someon have medic abort later,-0.128,negative,negative
159,2022-11-10,-75.1270275,40.312803,PA,shitload peopl vote cost control state hous they were pois pass constitut amend ban abort pass both hous twice dem pound with,-0.5574,negative,negative
160,2022-11-10,-81.3677725,28.5016785,FL,believ that abort murder that herschel walker paid abort doesn that make herschel walker murder gasen runoff midterm,-0.886,negative,negative
161,2022-11-10,-122.791854,45.424871,OR,michigan where nearli half voter said abort their issu democrat both chamber legislatur elect gretchen whitmer give parti trifecta power first time year,0.0,neutral,neutral
162,2022-11-10,-82.678001,41.405842,OH,anti abort top social secur with these peopl,-0.128,negative,negative
163,2022-11-10,-115.038337,36.006256,NV,ero oooooooh scari lmao guy such flagrant hypocrit becaus wouldn say thi agre with about your opinion abort think anyon should over what woman doe with vagina that choic,0.5994,positive,positive
164,2022-11-10,-122.791854,45.424871,OR,voter three state california vermont highli contest michigan protect abort right their state constitut kentucki senat minor leader mitch mcconnel home state voter reject anti abort amend,-0.34,negative,negative
165,2022-11-10,-87.7909645,41.8432585,IL,there alreadi limit abort state abort after viabil week unless fetu viabl health risk pregnanc hard women aren get week chang their mind,-0.3612,negative,negative
166,2022-11-10,-87.6877965,44.095598,WI,stop call abort murder,-0.7845,negative,negative
167,2022-11-10,-87.7909645,41.8432585,IL,make someth perfectli clear use abort birth control have idea expens abort cheap then there fact that abort kind incred tax bodi pain physic emot,0.4019,positive,positive
168,2022-11-10,-118.3210685,46.0646405,WA,mbmccarthi would them after week thank women girl should have jump thru polit hoop when time essenc prove they need abort after week,0.3612,positive,positive
169,2022-11-10,-83.804475,27.698682,FL,after first trimest abort procedur kill think feel human be support term abort monstrou condon crime after abort woman more like choos suicid,-0.5729,negative,negative
170,2022-11-10,-83.1738665,32.6782075,GA,mani those evangel vote walker becaus warnock abort stanc doesn matter retir them that walker paid abort,0.0258,positive,positive
171,2022-11-10,-79.861034,35.1704985,NC,seriou question would pass that legal abort birth state like warnock would,0.4588,positive,positive
172,2022-11-10,-87.7909645,41.8432585,IL,becaus oppos abort will work tirelessli elimin need abort much possibl make child care afford rais wage make educ afford improv social safeti increas access contracept educ,0.4939,positive,positive
173,2022-11-10,-87.7909645,41.8432585,IL,argument abort eligi ground simpl person believ abort okay would never howev separ church state mean that abort should remain legal jesu said forgiv bibl say judg,-0.0258,negative,negative
174,2022-11-10,-96.9596635,32.595264,TX,abort controversi,0.0,neutral,neutral
175,2022-11-10,-74.3106585,40.541073,NJ,murder unborn human still legal michigan honest about what abort kill innoc child womb,-0.765,negative,negative
176,2022-11-10,-118.4119065,34.0207895,CA,lost amidst nois bright kentucki voter enshrin abort right just like voter kansa befor them overturn just right wildli unpopular with voter across nation,0.4767,positive,positive
177,2022-11-10,-115.038337,36.006256,NV,realli just ignor moral implic your belief believ that abort except case rape which mean believ fetu life valu unless result rape thi belief inconsist your,-0.886,negative,negative
178,2022-11-10,-85.7223455,38.195555,KY,regul abort matter that belong elect repres gener assembl rememb everyon your medic privaci should stay with your doctor never should elect offici abl tell handl your bodi,0.0258,positive,positive
179,2022-11-10,-96.1488935,41.1654695,NE,,0.0,neutral,neutral
180,2022-11-10,-96.1488935,41.1654695,NE,,0.0,neutral,neutral
181,2022-11-10,-96.1488935,41.1654695,NE,,0.0,neutral,neutral
182,2022-11-10,-96.1488935,41.1654695,NE,,0.0,neutral,neutral
183,2022-11-10,-96.1488935,41.1654695,NE,embarrass thi attempt statu nurs spread medic misinform about abort restrict link comment exampl wrong look away from ugli part antichoic polici,-0.7845,negative,negative
184,2022-11-10,-87.7909645,41.8432585,IL,have support abort biden doesn support abort support separ church state veri clear about that jesu liber bibl veri clear about give poor care sick needi,0.8442,positive,positive
185,2022-11-10,-120.5297595,46.5942225,WA,,0.0,neutral,neutral
186,2022-11-10,-100.0768885,31.1688935,TX,have miss boat abort topic were busi gloat over when should jump straight divert feder fund adopt from abort scream then turn back thi address,-0.1779,negative,positive
187,2022-11-10,-120.5297595,46.5942225,WA,veri close done,0.0,neutral,neutral
188,2022-11-10,-73.9487755,40.655138,NY,there more women than stop tri control number feel women pass that requir male mandatori vasectomi that would certainli solv abort issu unwant pregnanc,-0.2878,negative,negative
189,2022-11-10,-75.770041,42.746617,NY,what other women rape need abort abl have legal then church know anyth about peopl live beyond your hypocrit perhap well human perfect,0.1531,positive,positive
190,2022-11-10,-118.4119065,34.0207895,CA,need prayer be serial philander abort support compuls liar that reverend warnock will pastor most import black church america,-0.1531,negative,negative
191,2022-11-10,-86.2705395,45.00118,MI,abort affect women childbear hardli whole popul everyon groceri these price do someth whole popul,0.0,neutral,neutral
192,2022-11-10,-115.038337,36.006256,NV,your argument against abort birth control that violat valu fetu life right question doe thi valu exist fetu result rape fetu made through consensu valu made from rape doesn,-0.9169,negative,negative
193,2022-11-10,-77.0143985,38.898603,DC,thi elect realli cement abort right kansa choic state suprem court justic their retent elect democrat laura kelli fill vacanc with more choic justic hard kansa move backward abort,-0.1689,negative,negative
194,2022-11-10,-97.754724,30.3233455,TX,state leader continu attack texan reproduct healthcar autonomi citi must innov leader protect right commit stand abort access that honor endors runoff decemb,0.5994,positive,positive
